genre,playlist_id,playlist_name,track_id,track_name,artist_names,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Psychedelic,5CgcYeAMe3yfpzGWzVXKCm,Psytrance Guide: Psychedelic,3N1ah0beEy0AAQfbiIv7Rv,Daws Of Perception - Imagine Mars & Volcano Remix,"Tristan, Aardvarkk",0.557,0.982,6,-5.231,1,0.0632,2.72e-5,0.727,0.21,0.159,143.995
Psychedelic,5CgcYeAMe3yfpzGWzVXKCm,Psytrance Guide: Psychedelic,7dKXyAl2bmt12mI8WQvDJ3,Tuned In Perfectly,Mad Tribe,0.572,0.942,9,-6.113,1,0.0397,7.45e-5,0.777,0.602,0.398,145.01
Psychedelic,5CgcYeAMe3yfpzGWzVXKCm,Psytrance Guide: Psychedelic,3kcOs4RePw7Q1tiaTofa9a,Experimental Virus - Original Mix,"Djantrix, Spirit Architect",0.606,0.996,0,-6.245,1,0.0675,3.52e-5,0.77,0.341,0.233,144.993
Psychedelic,5CgcYeAMe3yfpzGWzVXKCm,Psytrance Guide: Psychedelic,2DMIj0rYr78mc6RrYNCfKf,Hippie Shaker,"Dust, Lunática",0.566,0.911,8,-6.863,0,0.0553,4.89e-4,0.899,0.217,0.0637,144.991
Psychedelic,5CgcYeAMe3yfpzGWzVXKCm,Psytrance Guide: Psychedelic,1URGHhfEBnmzcVvjB5uLJV,"Mind, Body & Soul - Original",Various Artists,0.582,0.963,6,-6.309,0,0.0489,2.17e-5,0.781,0.336,0.065,144.993
Psychedelic,5CgcYeAMe3yfpzGWzVXKCm,Psytrance Guide: Psychedelic,3AqfOtMO7PhSePMWgYehxA,Paradise on Earth,Photosynthesis,0.513,0.973,0,-4.944,1,0.0513,8.83e-5,0.538,0.105,0.117,143.999
Psychedelic,5CgcYeAMe3yfpzGWzVXKCm,Psytrance Guide: Psychedelic,30Qqh80GawaXVYqEhtfhwv,Music Is The Heart,"Mandala (UK), Hypnocoustics",0.549,0.953,10,-5.311,0,0.0419,2.67e-5,0.714,0.413,0.241,144.001
Psychedelic,5CgcYeAMe3yfpzGWzVXKCm,Psytrance Guide: Psychedelic,7g1xBazMPCsAahtLCFHhEL,Illusion - Original Mix,Cambium,0.558,0.965,6,-5.356,0,0.045,3.16e-5,0.79,0.182,0.0919,143.014
Psychedelic,5CgcYeAMe3yfpzGWzVXKCm,Psytrance Guide: Psychedelic,3y41F6NKwOcMxcw44uNgfx,Cosmic Doorway,"Imaginarium, Shivatree",0.666,0.95,6,-5.921,0,0.0526,3.2e-5,0.643,0.537,0.151,144.041
Psychedelic,5CgcYeAMe3yfpzGWzVXKCm,Psytrance Guide: Psychedelic,4tH3JUU5PC7FCvS87w1gDj,Abduction - Original Mix,"Lyktum, Zarma",0.502,0.989,1,-5.058,1,0.0489,9.97e-5,0.856,0.121,0.175,145.999
Psychedelic,5CgcYeAMe3yfpzGWzVXKCm,Psytrance Guide: Psychedelic,5JiuV5MtFrt0wkpCTNYllE,Edge of Sanity,Ace Ventura,0.611,0.894,8,-5.458,1,0.0481,8.63e-5,0.805,0.106,0.155,143.995
Psychedelic,5CgcYeAMe3yfpzGWzVXKCm,Psytrance Guide: Psychedelic,4VI3zhR6b4XFS2ZMsmohfX,There Are No UFOs,Manmachine,0.603,0.994,9,-5.022,1,0.0668,9.82e-5,0.704,0.2,0.632,144.99
Psychedelic,5CgcYeAMe3yfpzGWzVXKCm,Psytrance Guide: Psychedelic,7CRMavjrfUFzj4ijaMQMDN,Bansuri,Electric Universe,0.512,0.963,8,-4.078,1,0.0509,8.14e-5,0.815,0.22,0.153,144.994
Psychedelic,5CgcYeAMe3yfpzGWzVXKCm,Psytrance Guide: Psychedelic,2gTS5AbP0FrGEflGANQSqG,Laugh Frequency - Original Mix,"Shibass, Ambassador",0.615,0.852,0,-6.795,1,0.0538,0.00131,0.75,0.738,0.374,144.997
Psychedelic,5CgcYeAMe3yfpzGWzVXKCm,Psytrance Guide: Psychedelic,3DV3SF6JdwI2GXEkTmtiTo,Computer Memory,"Helber Gun, Ital",0.653,0.964,8,-5.781,1,0.0694,4.85e-5,0.646,0.105,0.216,143.989
Psychedelic,5CgcYeAMe3yfpzGWzVXKCm,Psytrance Guide: Psychedelic,5GXZQ6WArBvlKpwulhLUrE,A Better One,"Spinal Fusion, Mystic",0.591,0.954,1,-7.123,1,0.0512,7.33e-4,0.879,0.542,0.317,142.003
Psychedelic,5CgcYeAMe3yfpzGWzVXKCm,Psytrance Guide: Psychedelic,78QkXDc7biUyPR4PfDC9Wu,Space Candy,San Pedro,0.652,0.991,1,-4.621,1,0.0431,4.09e-5,0.811,0.105,0.148,144.975
Psychedelic,5CgcYeAMe3yfpzGWzVXKCm,Psytrance Guide: Psychedelic,6Ar0rGLm2Re0vnju5aN18A,Galactica Wars,Various Artists,0.46,0.962,7,-4.939,1,0.0427,6.35e-6,0.849,0.556,0.198,143.986
Psychedelic,5CgcYeAMe3yfpzGWzVXKCm,Psytrance Guide: Psychedelic,7cPLyAUWC9sbjwUG2IL1An,Delirium Sky,Shivatree,0.614,0.935,6,-5.141,1,0.0449,1.29e-4,0.791,0.513,0.181,146
Psychedelic,5CgcYeAMe3yfpzGWzVXKCm,Psytrance Guide: Psychedelic,49424i5Jhxfd2NYMcDqeqQ,Freaking Out,Earthspace,0.608,0.94,8,-7.715,0,0.0406,2.18e-4,0.732,0.471,0.356,146.996
Psychedelic,5CgcYeAMe3yfpzGWzVXKCm,Psytrance Guide: Psychedelic,3bbFHi56CHl9iA50HFjZhG,The Last Question - Original Mix,Koi Boi,0.561,0.996,0,-5.47,1,0.0622,8.68e-5,0.821,0.292,0.033,142.999
Psychedelic,5CgcYeAMe3yfpzGWzVXKCm,Psytrance Guide: Psychedelic,0soZ90rQjdyYA4Tbwyp8vo,Psytrance Family,Tristan,0.607,0.995,7,-5.002,1,0.04,4.98e-5,0.682,0.141,0.272,145.01
Psytrance,6NlFOL54YuquhVyGnJFTWE,Psytrance Guide: Psy-Trance,3Oc9RVCngAa64iO3rOaJuQ,Technological Singularity - Original Mix,Daniel Lesden,0.609,0.978,10,-4.787,1,0.0524,1.06e-4,0.79,0.194,0.157,137.972
Psytrance,6NlFOL54YuquhVyGnJFTWE,Psytrance Guide: Psy-Trance,7u4jxqiqlXTGKlwbnUIODB,Moonshine,Various Artists,0.577,0.921,7,-7.809,1,0.045,0.00219,0.817,0.161,0.179,140.018
Psytrance,6NlFOL54YuquhVyGnJFTWE,Psytrance Guide: Psy-Trance,4ABIP93LvvgkJtCQoyvDQi,Metaphysical Energy,Nertum,0.542,0.926,0,-6.941,1,0.046,6.31e-4,0.852,0.114,0.171,138.015
Psytrance,6NlFOL54YuquhVyGnJFTWE,Psytrance Guide: Psy-Trance,6ad2d37njm37vtLiU9FsBs,Who We Are,"Sonic Species, Outsiders",0.645,0.934,4,-6.988,1,0.0463,5.17e-4,0.759,0.223,0.175,140.987
Psytrance,6NlFOL54YuquhVyGnJFTWE,Psytrance Guide: Psy-Trance,0kcJd5ubwmpYxT5d94IYA7,Time Machine - Original Mix,Vertical Mode,0.638,0.862,7,-7.045,1,0.064,5.42e-4,0.844,0.0924,0.285,140.006
Psytrance,6NlFOL54YuquhVyGnJFTWE,Psytrance Guide: Psy-Trance,7wMpTdHUXYNSemUbLTOBrT,Confront Reality - Original,"Daniel Lesden, Mechanimal",0.585,0.965,1,-6.903,1,0.0376,2.69e-4,0.839,0.386,0.214,141.99
Psytrance,6NlFOL54YuquhVyGnJFTWE,Psytrance Guide: Psy-Trance,5KP8qc0kLIXrMgrM7wlDwf,Mission Simulator - Original,Starlab (IN),0.58,0.911,6,-6.26,0,0.0524,4.99e-4,0.851,0.148,0.269,142.02
Psytrance,6NlFOL54YuquhVyGnJFTWE,Psytrance Guide: Psy-Trance,20ugSYmNrl0DRotJsF6BWg,Smashing The Veil,Sonic Species,0.56,0.959,10,-5.425,0,0.0579,4.32e-5,0.904,0.0855,0.447,141.995
Psytrance,6NlFOL54YuquhVyGnJFTWE,Psytrance Guide: Psy-Trance,0lR8kGXzV8TjL2RiNNF1hc,Ornament,Various Artists,0.641,0.939,11,-7.086,0,0.0913,0.0018600000000000001,0.834,0.101,0.225,140.003
Psytrance,6NlFOL54YuquhVyGnJFTWE,Psytrance Guide: Psy-Trance,4TzMM1fLGGhu3jgUWJVZm8,Metanoia,Sabretooth,0.63,0.989,0,-6.188,1,0.0559,1.4e-4,0.834,0.669,0.0719,140.002
Psytrance,6NlFOL54YuquhVyGnJFTWE,Psytrance Guide: Psy-Trance,6NoLbFqMTTaPaxnfq0JrOZ,Enter The Void,"Pablo Anon, Liam Wilson",0.657,0.966,8,-5.915,1,0.0546,1.52e-4,0.733,0.0787,0.547,137.977
Psytrance,6NlFOL54YuquhVyGnJFTWE,Psytrance Guide: Psy-Trance,6HUQD5yVaetouBNZ3yfr8B,Beat of the Drum - Original Mix,Audiofire (UK),0.658,0.89,6,-5.592,0,0.0543,1.49e-4,0.872,0.37,0.0668,140.001
Psytrance,6NlFOL54YuquhVyGnJFTWE,Psytrance Guide: Psy-Trance,7D05KbTSv2LbUkxnlFJehF,Beyond Our Atmosphere,"Ace Ventura, Lifeforms",0.669,0.953,7,-6.902,1,0.0473,0.00155,0.872,0.148,0.241,137.996
Psytrance,6NlFOL54YuquhVyGnJFTWE,Psytrance Guide: Psy-Trance,3BspgvZQRZ8dauQVcd8xnQ,Digital Fortress,Sideform,0.694,0.882,0,-6.85,1,0.0494,8.56e-4,0.741,0.376,0.0935,137.964
Psytrance,6NlFOL54YuquhVyGnJFTWE,Psytrance Guide: Psy-Trance,37IINtRUACAg7nSaQTQu0a,Psychological Biological,SpaceNoiZe,0.631,0.963,7,-5.548,1,0.048,0.00112,0.805,0.136,0.188,141.007
Psytrance,6NlFOL54YuquhVyGnJFTWE,Psytrance Guide: Psy-Trance,2IfJxXkl1omO7FexrUMPtH,Touring Test,"Audiotec, Spacecat",0.624,0.858,11,-8.344,0,0.0415,5.46e-4,0.696,0.134,0.0381,142.025
Psytrance,6NlFOL54YuquhVyGnJFTWE,Psytrance Guide: Psy-Trance,04m7WTXUpuhhRyarSH9Wjr,Abnormal,Various Artists,0.659,0.935,6,-5.786,0,0.0701,2.24e-4,0.811,0.11,0.0573,140.017
Psytrance,6NlFOL54YuquhVyGnJFTWE,Psytrance Guide: Psy-Trance,58Q4dWXwFkXhcxXhsZANY3,Extraterrestrial Beings,Waveform,0.621,0.884,10,-6.145,0,0.0512,6.77e-4,0.835,0.716,0.198,138.009
Psytrance,6NlFOL54YuquhVyGnJFTWE,Psytrance Guide: Psy-Trance,0WKmeQuSogRQaUJwTVlTO6,Essence of Life - Original Mix,Impact,0.661,0.962,7,-5.189,1,0.0496,3.39e-4,0.772,0.293,0.119,137.01
Psytrance,6NlFOL54YuquhVyGnJFTWE,Psytrance Guide: Psy-Trance,1cLbOOHYiLbW1TSkk8wnej,We Are One,Ranji,0.66,0.895,7,-5.768,1,0.103,0.00411,0.896,0.685,0.0938,140.018
Psytrance,6NlFOL54YuquhVyGnJFTWE,Psytrance Guide: Psy-Trance,2Zk15vFpWfgdvwdFE2kM4m,Mahadeva - Lyctum Remix,John 00 Fleming,0.54,0.963,0,-5.853,1,0.0355,6.02e-4,0.932,0.178,0.106,136.019
Psytrance,6NlFOL54YuquhVyGnJFTWE,Psytrance Guide: Psy-Trance,6AFNuETXFHZcSYJgltG76g,Fearless Mind,Lyktum,0.575,0.819,7,-8.294,1,0.0313,6.43e-4,0.737,0.231,0.158,136.017
Progressive Psy,0ZVlYhZpCUkjZZ04pdKx8O,Psytrance Guide: Progressive Psy,0lkeWQGfDJRHe0FWW7g9Yn,Morning Breeze,Vibrasphere,0.756,0.973,11,-9.791,0,0.0463,0.00153,0.858,0.178,0.105,138.01
Progressive Psy,0ZVlYhZpCUkjZZ04pdKx8O,Psytrance Guide: Progressive Psy,45cA53ITSJjDuvRk0CFyMg,Floating Point - Morning Mix,Liquid Soul,0.747,0.787,0,-7.379,1,0.0732,9.37e-5,0.891,0.775,0.151,134.98
Progressive Psy,0ZVlYhZpCUkjZZ04pdKx8O,Psytrance Guide: Progressive Psy,06gt4CW90ekes4X36hGP7a,24 Hours,Mindwave,0.651,0.887,1,-7.984,0,0.0362,7.02e-5,0.744,0.0567,0.0777,135.002
Progressive Psy,0ZVlYhZpCUkjZZ04pdKx8O,Psytrance Guide: Progressive Psy,5H0qHxv8gIcMfpyDNis7iU,Shores of The Subconscious,"Zen Mechanics, Egorythmia",0.633,0.826,9,-6.607,0,0.0417,0.00114,0.822,0.631,0.116,138.014
Progressive Psy,0ZVlYhZpCUkjZZ04pdKx8O,Psytrance Guide: Progressive Psy,02ph2MvAnSXvhal37FNRk6,W - Klipsun Remix,Perfect Stranger,0.651,0.875,1,-8.505,1,0.0464,0.032,0.798,0.0769,0.305,131.004
Progressive Psy,0ZVlYhZpCUkjZZ04pdKx8O,Psytrance Guide: Progressive Psy,0jGrYOnWdRX8Gkc1Iar2w4,Press Hold,E-Clip,0.723,0.86,7,-8.3,1,0.0436,0.0113,0.833,0.59,0.162,135.005
Progressive Psy,0ZVlYhZpCUkjZZ04pdKx8O,Psytrance Guide: Progressive Psy,3m0La3nZ3nyaW6xwZDdAJW,Dark Flow,Arhetip,0.573,0.986,1,-6.426,0,0.0557,7.1e-4,0.741,0.18,0.11,140.005
Progressive Psy,0ZVlYhZpCUkjZZ04pdKx8O,Psytrance Guide: Progressive Psy,7AXmJUhrGnRyIU8VHmwauP,Lone Ranger - Album Mix,Human Blue,0.624,0.881,5,-7.948,0,0.0353,0.00312,0.832,0.206,0.122,139.997
Progressive Psy,0ZVlYhZpCUkjZZ04pdKx8O,Psytrance Guide: Progressive Psy,5Eb3APUOdnuMi2oMuwRoHy,Ether - Album Edit,Ticon,0.628,0.897,7,-6.878,1,0.0452,1.25e-4,0.844,0.0724,0.131,136.987
Progressive Psy,0ZVlYhZpCUkjZZ04pdKx8O,Psytrance Guide: Progressive Psy,0lrxK4MPRKZxkO7tvgnIzt,Mint Beyond Surrender,Various Artists,0.776,0.895,11,-6.783,0,0.0449,2.65e-4,0.807,0.709,0.208,131.998
Progressive Psy,0ZVlYhZpCUkjZZ04pdKx8O,Psytrance Guide: Progressive Psy,5jJ5Fp929ipaTR2Jr4DJCb,Night Sight - Flegma & Nerso Remix,Egorythmia,0.565,0.876,11,-7.779,0,0.0367,0.00228,0.732,0.583,0.172,135.021
Progressive Psy,0ZVlYhZpCUkjZZ04pdKx8O,Psytrance Guide: Progressive Psy,2lHM6LFJ8xuVuAXDvTdr4p,Valley of Peace,Liquid Soul,0.783,0.975,11,-8.512,0,0.0724,3.06e-4,0.905,0.0867,0.0411,134.986
Progressive Psy,0ZVlYhZpCUkjZZ04pdKx8O,Psytrance Guide: Progressive Psy,6WWiPRXWdVzBySeD9VGNFX,Light Pillar (Yutro) - Original Mix,Orison,0.763,0.724,7,-6.676,1,0.0385,0.0131,0.923,0.133,0.108,135.002
Progressive Psy,0ZVlYhZpCUkjZZ04pdKx8O,Psytrance Guide: Progressive Psy,35wWlc83yFFARIlyDbz3nv,Presentation - Flowjob Remix,Flowjob,0.612,0.878,3,-7.103,0,0.0355,2.94e-4,0.887,0.13,0.119,136.024
Progressive Psy,0ZVlYhZpCUkjZZ04pdKx8O,Psytrance Guide: Progressive Psy,4B4pz2YzLQOoBvuB5XPGXb,Numbers Do Not Lie,Sonic Entity,0.684,0.926,11,-8.851,0,0.0604,0.00719,0.784,0.478,0.0483,136.015
Progressive Psy,0ZVlYhZpCUkjZZ04pdKx8O,Psytrance Guide: Progressive Psy,5G8WSmhXb4vyaAu4YZtub7,Basic,Tesseract,0.785,0.842,6,-7.587,0,0.115,0.0014,0.881,0.106,0.255,134.988
Progressive Psy,0ZVlYhZpCUkjZZ04pdKx8O,Psytrance Guide: Progressive Psy,0rEcbDVMrlRLFKJonFul8l,Newport,Vibrasphere,0.753,0.776,6,-12.851,0,0.0483,0.00261,0.845,0.343,0.0395,136.99
Progressive Psy,0ZVlYhZpCUkjZZ04pdKx8O,Psytrance Guide: Progressive Psy,3O95dPZARfyx7EQuzmEnAB,The Land Beyond the Grave,MindFlex,0.595,0.91,0,-8.311,1,0.0449,0.00643,0.861,0.487,0.42,136.029
Minimal Psy,14qV08HoVAe1QR1xTn1zIl,Psytrance Guide: Minimal Psy,03koLfPX3zxkFkCnQAtR09,What Do You Think,Krumelur,0.795,0.302,1,-17.581,1,0.0742,0.00469,0.896,0.0922,0.122,138.028
Minimal Psy,14qV08HoVAe1QR1xTn1zIl,Psytrance Guide: Minimal Psy,570THqkyYi8WumtrWkOvs7,2 of Us,Funky Dragon,0.734,0.914,7,-10.469,1,0.0499,0.0321,0.889,0.636,0.521,137.996
Minimal Psy,14qV08HoVAe1QR1xTn1zIl,Psytrance Guide: Minimal Psy,3Ky1Z8413GvFSMT7h5tlxs,Galaxians,Sensient,0.658,0.698,6,-11.818,0,0.0358,0.0036,0.873,0.109,0.117,136.996
Minimal Psy,14qV08HoVAe1QR1xTn1zIl,Psytrance Guide: Minimal Psy,1tBELDrWSMHg1FLxxeleNZ,Blown to Smithereens,Beat Bizarre,0.719,0.759,10,-10.08,0,0.0375,0.0683,0.926,0.318,0.303,131.996
Minimal Psy,14qV08HoVAe1QR1xTn1zIl,Psytrance Guide: Minimal Psy,2tIv5ZWWXfB6jboqn6oEqm,In The Now,Subliminal Codes,0.73,0.852,10,-7.694,0,0.0507,2.34e-4,0.852,0.0853,0.28,132.995
Minimal Psy,14qV08HoVAe1QR1xTn1zIl,Psytrance Guide: Minimal Psy,4WaRg3weSNTkDIUisK8UYY,Clear Vision 07 - Original Mix,Perfect Stranger,0.872,0.52,5,-10.446,0,0.226,0.0411,0.798,0.0957,0.146,128.005
Minimal Psy,14qV08HoVAe1QR1xTn1zIl,Psytrance Guide: Minimal Psy,2hYWtI1YxjUiODlRFGoW0h,Synesthesia,Son Kite,0.622,0.43,8,-17.84,0,0.0462,0.115,0.877,0.117,0.234,133.998
Minimal Psy,14qV08HoVAe1QR1xTn1zIl,Psytrance Guide: Minimal Psy,6cyMWOfD05az9lNBNlRGNA,The Ever Present Silent Observer,Captain Hook,0.763,0.724,7,-8.093,1,0.0622,0.00214,0.773,0.623,0.325,139.997
Minimal Psy,14qV08HoVAe1QR1xTn1zIl,Psytrance Guide: Minimal Psy,25lNdOQ8LTLEItZUjGghJj,Extraterrestrial Turkey,Minimal Criminal,0.697,0.731,4,-10.548,0,0.0622,1.26e-4,0.659,0.269,0.0844,135.997
Minimal Psy,14qV08HoVAe1QR1xTn1zIl,Psytrance Guide: Minimal Psy,2sQMg7ZsCfcDH7JXPejwt9,A Slippery Lynx (Feat. Shadow Fx),Tetrameth,0.739,0.669,1,-9.548,1,0.053,0.0383,0.748,0.906,0.32,135.014
Tribal,4aJ4xMUFLTUNZuNa8UH3XH,Psytrance Guide: Tribal,6Ijk8wDWDiiDckHtE4e5bs,Conga Fury - Ace Ventura Remix,Juno Reactor,0.332,0.893,9,-8.063,0,0.0376,0.00474,0.865,0.233,0.0604,139.992
Tribal,4aJ4xMUFLTUNZuNa8UH3XH,Psytrance Guide: Tribal,2TbuWsXmHNCBoOMx2jsQak,King of Elephants,Space Hypnose,0.358,0.989,11,-4.603,0,0.115,8.26e-4,0.804,0.0949,0.262,102.027
Tribal,4aJ4xMUFLTUNZuNa8UH3XH,Psytrance Guide: Tribal,3nwUX7DkMuGPcuHrOXN5VM,The Tribe,Vini Vici,0.675,0.954,6,-6.423,0,0.127,0.00603,0.464,0.115,0.204,138.017
Tribal,4aJ4xMUFLTUNZuNa8UH3XH,Psytrance Guide: Tribal,2giKoNlp23CW4sSd54iQbr,Troya - Original Mix,"Omiki, Planet 6",0.384,0.933,10,-7.605,0,0.0531,0.0139,0.857,0.1,0.579,107.235
Tribal,4aJ4xMUFLTUNZuNa8UH3XH,Psytrance Guide: Tribal,7glUdHk3PMaHvuXg5OV337,Bayaka,Various Artists,0.689,0.867,11,-7.35,0,0.0814,0.00765,0.348,0.338,0.369,138.023
Tribal,4aJ4xMUFLTUNZuNa8UH3XH,Psytrance Guide: Tribal,2BmwXAUDtEzKw4RGtHJu5B,Tandava - Blazy & Gottinari Remix,Shanti People,0.635,0.886,4,-5.007,0,0.156,0.104,0.00762,0.0824,0.134,140.015
Tribal,4aJ4xMUFLTUNZuNa8UH3XH,Psytrance Guide: Tribal,6DndWEGHSYfH5LA5JO1Mcg,The Benjamin Tribe,Pura Vida,0.625,0.812,6,-5.044,0,0.0545,0.0155,0.691,0.0624,0.0367,137.992
